event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2020-03-01T00:29:47Z,view,2637,300,apparel.shoes,Globex,64.07,320,sess-19100
2020-03-01T01:40:53Z,cart,9793,400,home.kitchen,Umbra,1215.09,3608,sess-04405
2020-03-01T01:57:53Z,view,6067,200,electronics.smartphone,Globex,252.19,1159,sess-11342
2020-03-01T02:31:52Z,view,6005,400,home.kitchen,Globex,1057.03,1919,sess-14066
2020-03-01T03:10:39Z,view,7641,210,electronics.audio,Acme,1057.33,1516,sess-12138
2020-03-01T03:42:30Z,view,3918,210,electronics.audio,Nova,754.68,1927,sess-12096
2020-03-01T03:54:40Z,purchase,7025,200,electronics.smartphone,Umbra,867.49,1044,sess-10269
2020-03-01T04:33:19Z,view,1378,210,electronics.audio,Nova,1325.24,4366,sess-08288
2020-03-01T05:58:38Z,cart,5526,200,electronics.smartphone,Umbra,764.07,3400,sess-11138
2020-03-01T09:34:36Z,view,1598,210,electronics.audio,Umbra,785.91,3764,sess-12701
2020-03-01T09:44:29Z,view,6459,200,electronics.smartphone,Acme,1374.62,1120,sess-15377
2020-03-01T10:49:41Z,view,1348,210,electronics.audio,Nova,1284.87,2336,sess-00585
2020-03-01T11:41:05Z,purchase,6616,200,electronics.smartphone,Globex,901.99,2841,sess-15857
2020-03-01T12:00:38Z,view,6828,200,electronics.smartphone,Umbra,534.07,49,sess-15085
2020-03-01T12:06:20Z,view,7225,210,electronics.audio,Umbra,164.29,1264,sess-12768
2020-03-01T13:03:16Z,view,1160,400,home.kitchen,Umbra,708.39,2603,sess-13642
2020-03-01T14:17:12Z,view,5168,300,apparel.shoes,Acme,827.24,556,sess-10086
2020-03-01T14:48:43Z,view,5539,400,home.kitchen,Nova,1045.32,4433,sess-05474
2020-03-01T15:46:08Z,view,9123,210,electronics.audio,Nova,207.56,4865,sess-06408
2020-03-01T19:46:58Z,view,7174,300,apparel.shoes,Globex,1195.31,679,sess-03299
2020-03-01T20:11:58Z,view,9693,300,apparel.shoes,Acme,133.20,290,sess-03181
2020-03-01T20:22:50Z,view,7044,400,home.kitchen,Umbra,284.28,1466,sess-05005
2020-03-01T20:44:01Z,view,4688,210,electronics.audio,Nova,772.36,1694,sess-08818
2020-03-01T21:38:24Z,view,2276,400,home.kitchen,Acme,1021.57,1088,sess-19454
2020-03-01T22:01:13Z,view,2531,200,electronics.smartphone,Globex,716.63,3321,sess-12428
2020-03-01T22:21:27Z,view,1104,210,electronics.audio,Umbra,522.90,3360,sess-00784
2020-03-01T22:22:31Z,view,9886,200,electronics.smartphone,Nova,453.44,4829,sess-07045
2020-03-01T22:32:17Z,cart,7979,300,apparel.shoes,Globex,1335.99,950,sess-03113
2020-03-01T22:33:31Z,view,1493,400,home.kitchen,Nova,196.88,3070,sess-04554
2020-03-01T22:58:59Z,cart,6464,300,apparel.shoes,Acme,342.52,2239,sess-04795
2020-03-01T23:03:00Z,cart,4363,400,home.kitchen,Acme,15.05,3280,sess-06038
2020-03-01T23:25:02Z,view,6621,210,electronics.audio,Globex,142.53,3577,sess-01899
2020-03-02T00:37:34Z,cart,8415,300,apparel.shoes,Umbra,994.07,975,sess-13826
2020-03-02T00:52:06Z,view,4502,400,home.kitchen,Globex,272.61,4586,sess-06259
2020-03-02T01:19:23Z,view,1983,210,electronics.audio,Nova,757.43,264,sess-19798
2020-03-02T01:34:41Z,view,5623,210,electronics.audio,Umbra,321.81,1334,sess-17747
2020-03-02T02:07:21Z,view,3034,300,apparel.shoes,Umbra,1008.73,4380,sess-12808
2020-03-02T02:19:28Z,view,1745,400,home.kitchen,Globex,958.07,2735,sess-11458
2020-03-02T02:38:38Z,view,7824,400,home.kitchen,Nova,1274.97,988,sess-07430
2020-03-02T03:02:08Z,view,8596,200,electronics.smartphone,Acme,670.45,3131,sess-09019
2020-03-02T03:38:34Z,view,7390,400,home.kitchen,Umbra,1306.07,3888,sess-08606
2020-03-02T04:25:47Z,view,6840,210,electronics.audio,Globex,959.76,4087,sess-15052
2020-03-02T04:26:46Z,view,2926,210,electronics.audio,Nova,1149.27,1078,sess-06648
2020-03-02T04:56:51Z,view,2605,400,home.kitchen,Nova,839.94,3707,sess-16230
2020-03-02T05:18:35Z,view,7113,200,electronics.smartphone,Acme,1477.77,783,sess-05522
2020-03-02T06:13:00Z,cart,4852,210,electronics.audio,Umbra,627.44,4250,sess-16195
2020-03-02T06:35:26Z,purchase,4373,210,electronics.audio,Globex,95.10,640,sess-02463
2020-03-02T07:27:00Z,view,5068,210,electronics.audio,Acme,942.94,685,sess-08771
2020-03-02T07:34:42Z,view,1193,210,electronics.audio,Acme,35.97,4943,sess-03268
2020-03-02T08:03:46Z,view,2845,300,apparel.shoes,Nova,1077.27,4707,sess-00093
2020-03-02T08:55:26Z,cart,2093,210,electronics.audio,Globex,520.71,2871,sess-18323
2020-03-02T09:01:16Z,view,6185,300,apparel.shoes,Nova,552.55,1387,sess-19230
2020-03-02T09:06:51Z,view,9251,200,electronics.smartphone,Globex,70.42,1549,sess-06896
2020-03-02T09:29:12Z,purchase,6703,210,electronics.audio,Umbra,867.37,1719,sess-06264
2020-03-02T10:23:17Z,view,8260,200,electronics.smartphone,Acme,1498.93,4509,sess-03209
2020-03-02T11:06:37Z,view,1853,300,apparel.shoes,Globex,654.07,1785,sess-03701
2020-03-02T12:11:15Z,cart,7794,300,apparel.shoes,Acme,624.76,1979,sess-00137
2020-03-02T13:00:55Z,view,5958,400,home.kitchen,Globex,290.25,718,sess-04099
2020-03-02T13:07:11Z,view,3174,210,electronics.audio,Nova,1498.43,2937,sess-09693
2020-03-02T13:45:06Z,cart,1786,400,home.kitchen,Nova,770.83,4329,sess-01976
2020-03-02T13:50:49Z,purchase,8702,400,home.kitchen,Umbra,384.21,357,sess-12678
2020-03-02T14:57:31Z,cart,9370,400,home.kitchen,Globex,336.68,1597,sess-04644
2020-03-02T15:57:09Z,view,5417,400,home.kitchen,Globex,1357.69,1315,sess-15741
2020-03-02T17:16:00Z,view,7117,300,apparel.shoes,Nova,712.92,1050,sess-12110
2020-03-02T19:23:39Z,view,2072,400,home.kitchen,Umbra,354.44,3967,sess-00948
2020-03-02T20:12:41Z,view,9235,400,home.kitchen,Umbra,800.13,153,sess-03942
2020-03-02T21:30:45Z,view,2020,400,home.kitchen,Nova,1155.84,1695,sess-13768
2020-03-02T22:05:40Z,view,8580,200,electronics.smartphone,Umbra,336.17,3035,sess-06324
2020-03-02T22:13:10Z,cart,6903,300,apparel.shoes,Nova,390.28,4591,sess-18268
2020-03-02T22:26:08Z,view,9035,210,electronics.audio,Nova,904.49,311,sess-02958
2020-03-02T22:40:04Z,view,8292,210,electronics.audio,Globex,325.15,2288,sess-10346
2020-03-02T23:32:13Z,view,2336,300,apparel.shoes,Acme,788.18,2783,sess-14803
2020-03-03T00:12:47Z,view,8036,200,electronics.smartphone,Acme,1420.13,653,sess-10774
2020-03-03T01:17:17Z,view,7551,300,apparel.shoes,Globex,1436.73,4112,sess-12742
2020-03-03T02:40:51Z,view,6865,210,electronics.audio,Nova,283.31,2510,sess-05333
2020-03-03T03:09:48Z,view,9097,200,electronics.smartphone,Nova,739.10,2961,sess-06815
2020-03-03T03:47:18Z,view,9520,210,electronics.audio,Nova,371.72,2286,sess-19460
2020-03-03T07:11:26Z,view,7672,300,apparel.shoes,Nova,1163.71,4126,sess-03310
2020-03-03T07:38:05Z,view,2892,300,apparel.shoes,Umbra,452.78,4952,sess-13514
2020-03-03T08:24:21Z,view,7939,400,home.kitchen,Umbra,520.06,2993,sess-11414
2020-03-03T08:24:24Z,view,6532,300,apparel.shoes,Acme,1171.17,246,sess-01085
2020-03-03T09:27:12Z,view,2983,210,electronics.audio,Nova,159.89,4259,sess-03175
2020-03-03T10:53:18Z,cart,9747,400,home.kitchen,Nova,786.48,2343,sess-13841
2020-03-03T11:07:15Z,view,1084,300,apparel.shoes,Globex,1320.75,3211,sess-06377
2020-03-03T11:13:07Z,view,6609,200,electronics.smartphone,Globex,551.31,4253,sess-08614
2020-03-03T12:03:55Z,view,1651,200,electronics.smartphone,Umbra,14.96,4423,sess-17627
2020-03-03T12:31:09Z,view,8014,400,home.kitchen,Nova,1015.29,830,sess-11129
2020-03-03T13:49:59Z,view,1520,400,home.kitchen,Globex,760.51,245,sess-03071
2020-03-03T14:43:08Z,view,4273,200,electronics.smartphone,Nova,1152.59,4852,sess-17880
2020-03-03T15:09:08Z,cart,3091,400,home.kitchen,Acme,889.88,4376,sess-00884
2020-03-03T15:40:44Z,cart,7925,200,electronics.smartphone,Nova,1028.85,4810,sess-11504
2020-03-03T17:47:38Z,view,4548,400,home.kitchen,Nova,196.93,3364,sess-03112
2020-03-03T19:11:42Z,cart,3847,400,home.kitchen,Globex,62.10,3879,sess-17878
2020-03-03T19:27:07Z,view,8110,200,electronics.smartphone,Acme,1042.53,807,sess-03294
2020-03-03T19:33:28Z,view,2167,210,electronics.audio,Nova,80.84,2551,sess-11100
2020-03-03T22:45:41Z,cart,8486,300,apparel.shoes,Nova,1117.67,1677,sess-03943
2020-03-03T23:13:02Z,view,7035,300,apparel.shoes,Globex,1384.99,3803,sess-16552
2020-03-03T23:17:33Z,view,8137,200,electronics.smartphone,Umbra,712.40,3326,sess-14162
2020-03-03T23:26:10Z,view,3972,200,electronics.smartphone,Acme,109.03,1174,sess-18558
2020-03-03T23:54:38Z,view,9056,400,home.kitchen,Globex,128.59,3405,sess-14545
2020-03-04T00:42:04Z,view,5675,400,home.kitchen,Acme,1327.20,2036,sess-02546
2020-03-04T00:56:54Z,view,7214,210,electronics.audio,Umbra,992.30,1511,sess-14126
2020-03-04T01:37:47Z,view,9887,300,apparel.shoes,Nova,1429.11,2815,sess-17713
2020-03-04T02:08:21Z,view,3926,210,electronics.audio,Nova,291.47,257,sess-06622
2020-03-04T02:42:11Z,view,5991,400,home.kitchen,Nova,831.60,764,sess-05618
2020-03-04T04:03:22Z,view,1043,210,electronics.audio,Globex,707.52,3347,sess-14763
2020-03-04T06:05:04Z,view,2998,200,electronics.smartphone,Globex,667.23,2040,sess-12610
2020-03-04T06:42:30Z,view,5939,300,apparel.shoes,Umbra,1033.66,199,sess-07537
2020-03-04T07:45:02Z,view,6373,210,electronics.audio,Nova,871.16,3458,sess-12281
2020-03-04T08:01:37Z,view,9189,210,electronics.audio,Umbra,223.08,3734,sess-04831
2020-03-04T08:24:30Z,view,1945,300,apparel.shoes,Umbra,367.32,3157,sess-13895
2020-03-04T08:46:13Z,purchase,6898,300,apparel.shoes,Umbra,5.29,3707,sess-14664
2020-03-04T08:55:23Z,view,4860,400,home.kitchen,Globex,1354.65,3902,sess-09793
2020-03-04T09:51:27Z,view,2036,210,electronics.audio,Globex,261.21,1304,sess-15524
2020-03-04T11:09:32Z,view,1817,200,electronics.smartphone,Umbra,84.44,2040,sess-03640
2020-03-04T11:50:31Z,cart,7285,200,electronics.smartphone,Acme,666.62,3688,sess-10308
2020-03-04T14:13:29Z,view,6087,210,electronics.audio,Globex,657.02,3803,sess-15906
2020-03-04T14:26:04Z,view,6157,300,apparel.shoes,Globex,592.93,3291,sess-05385
2020-03-04T15:11:27Z,view,7292,210,electronics.audio,Acme,379.47,3442,sess-02110
2020-03-04T16:09:48Z,view,1307,400,home.kitchen,Nova,6.30,4078,sess-04878
2020-03-04T16:19:44Z,view,9171,300,apparel.shoes,Globex,310.56,2430,sess-06620
2020-03-04T16:37:09Z,view,9490,210,electronics.audio,Nova,171.55,293,sess-15367
2020-03-04T17:22:40Z,view,8429,300,apparel.shoes,Nova,475.64,4202,sess-02428
2020-03-04T18:44:02Z,view,6194,200,electronics.smartphone,Acme,641.33,2016,sess-10226
2020-03-04T19:09:24Z,cart,3147,300,apparel.shoes,Umbra,1377.46,3300,sess-01213
2020-03-04T19:38:53Z,view,2318,300,apparel.shoes,Nova,269.04,3766,sess-09502
2020-03-04T19:45:55Z,view,6351,210,electronics.audio,Acme,1135.95,283,sess-09271
2020-03-04T19:52:02Z,view,9662,400,home.kitchen,Nova,1424.98,4838,sess-06445
2020-03-04T20:17:31Z,view,6385,400,home.kitchen,Nova,1181.52,1100,sess-09114
2020-03-04T20:38:15Z,view,8829,300,apparel.shoes,Globex,178.20,548,sess-06079
2020-03-04T20:59:19Z,cart,8877,400,home.kitchen,Umbra,1243.32,490,sess-09600
2020-03-04T22:13:39Z,view,7922,200,electronics.smartphone,Umbra,641.90,3017,sess-06107
2020-03-04T23:37:39Z,view,2429,400,home.kitchen,Globex,904.74,872,sess-04276
2020-03-04T23:59:22Z,view,3526,210,electronics.audio,Acme,1386.27,1403,sess-19830
2020-03-05T00:57:34Z,cart,2871,200,electronics.smartphone,Nova,553.46,2195,sess-17797
2020-03-05T01:42:51Z,view,6288,300,apparel.shoes,Globex,1430.50,3147,sess-10440
2020-03-05T01:47:04Z,view,8501,400,home.kitchen,Acme,302.67,3173,sess-10559
2020-03-05T02:18:53Z,view,7859,300,apparel.shoes,Nova,1314.78,2693,sess-05318
2020-03-05T02:31:53Z,view,1328,200,electronics.smartphone,Globex,1188.06,4314,sess-03360
2020-03-05T03:26:28Z,view,7769,200,electronics.smartphone,Acme,1313.93,4145,sess-14749
2020-03-05T05:00:19Z,cart,6467,200,electronics.smartphone,Globex,1380.21,970,sess-11813
2020-03-05T06:48:51Z,view,5455,200,electronics.smartphone,Nova,1216.48,1541,sess-07695
2020-03-05T06:52:06Z,view,7216,300,apparel.shoes,Acme,703.63,3842,sess-01324
2020-03-05T07:29:44Z,cart,7290,300,apparel.shoes,Globex,580.07,4058,sess-00618
2020-03-05T08:12:24Z,view,9329,400,home.kitchen,Globex,1023.29,4293,sess-05843
2020-03-05T09:20:00Z,view,1349,200,electronics.smartphone,Globex,239.65,2255,sess-06310
2020-03-05T09:24:41Z,view,6515,300,apparel.shoes,Acme,1491.23,4846,sess-19948
