event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2020-03-01T01:57:53Z,view,6067,200,electronics.smartphone,Globex,252.19,1159,sess-11342
2020-03-01T02:31:52Z,view,6005,400,home.kitchen,Globex,1057.03,1919,sess-14066
2020-03-01T03:10:39Z,view,7641,210,electronics.audio,Acme,1057.33,1516,sess-12138
2020-03-01T03:54:40Z,purchase,7025,200,electronics.smartphone,Umbra,867.49,1044,sess-10269
2020-03-01T04:33:19Z,view,1378,210,electronics.audio,Nova,1325.24,4366,sess-08288
2020-03-01T05:58:38Z,cart,5526,200,electronics.smartphone,Umbra,764.07,3400,sess-11138
2020-03-01T09:34:36Z,view,1598,210,electronics.audio,Umbra,785.91,3764,sess-12701
2020-03-01T09:44:29Z,view,6459,200,electronics.smartphone,Acme,1374.62,1120,sess-15377
2020-03-01T10:49:41Z,view,1348,210,electronics.audio,Nova,1284.87,2336,sess-00585
2020-03-01T11:41:05Z,purchase,6616,200,electronics.smartphone,Globex,901.99,2841,sess-15857
2020-03-01T12:00:38Z,view,6828,200,electronics.smartphone,Umbra,534.07,49,sess-15085
2020-03-01T12:06:20Z,view,7225,210,electronics.audio,Umbra,164.29,1264,sess-12768
2020-03-01T13:03:16Z,view,1160,400,home.kitchen,Umbra,708.39,2603,sess-13642
2020-03-01T14:17:12Z,view,5168,300,apparel.shoes,Acme,827.24,556,sess-10086
2020-03-01T15:46:08Z,view,9123,210,electronics.audio,Nova,207.56,4865,sess-06408
2020-03-01T20:44:01Z,view,4688,210,electronics.audio,Nova,772.36,1694,sess-08818
2020-03-01T21:38:24Z,view,2276,400,home.kitchen,Acme,1021.57,1088,sess-19454
2020-03-01T22:01:13Z,view,2531,200,electronics.smartphone,Globex,716.63,3321,sess-12428
2020-03-01T22:21:27Z,view,1104,210,electronics.audio,Umbra,522.90,3360,sess-00784
2020-03-01T22:32:17Z,cart,7979,300,apparel.shoes,Globex,1335.99,950,sess-03113
